domain,name,cluster
Technological,5728dc4b461efe0c7a675f3a,3
Technological,5728dc4b461efe0c7a675f3b,3
Technological,5728dc4b461efe0c7a675f3c,3
Technological,5728dc4b461efe0c7a675f3d,3
Technological,5728dc4b461efe0c7a675f3f,3
Technological,5728dc4b461efe0c7a675f40,3
Technological,5728dc4b461efe0c7a675f41,3
Technological,58866954a411221d0e7c6780,2
Technological,58866954a411221d0e7c6781,2
Technological,58866954a411221d0e7c6782,3
Technological,588f93d5a411221d0e7c6791,1
Technological,588f93d5a411221d0e7c6792,1
Technological,588f93d5a411221d0e7c6793,2
Technological,588f93d5a411221d0e7c6794,2
Technological,588f93d5a411221d0e7c6795,2
Technological,588f93d5a411221d0e7c6796,2
Technological,588f9554a411221d0e7c679b,2
Technological,588f9892a411221d0e7c67a0,2
Technological,ISCAS89_Benchmark_Circuits__s1196_benc,3
Technological,ISCAS89_Benchmark_Circuits__s1238_benc,3
Technological,ISCAS89_Benchmark_Circuits__s1423_benc,3
Technological,ISCAS89_Benchmark_Circuits__s1488_benc,3
Technological,ISCAS89_Benchmark_Circuits__s1494_benc,3
Technological,ISCAS89_Benchmark_Circuits__s208_1_benc,3
Technological,ISCAS89_Benchmark_Circuits__s208_benc,3
Technological,ISCAS89_Benchmark_Circuits__s298_benc,3
Technological,ISCAS89_Benchmark_Circuits__s344_benc,3
Technological,ISCAS89_Benchmark_Circuits__s349_benc,3
Technological,ISCAS89_Benchmark_Circuits__s382_benc,3
Technological,ISCAS89_Benchmark_Circuits__s386_benc,3
Technological,ISCAS89_Benchmark_Circuits__s400_benc,3
Technological,ISCAS89_Benchmark_Circuits__s420_1_benc,3
Technological,ISCAS89_Benchmark_Circuits__s420_benc,3
Technological,ISCAS89_Benchmark_Circuits__s444_benc,3
Technological,ISCAS89_Benchmark_Circuits__s510_benc,3
Technological,ISCAS89_Benchmark_Circuits__s526_benc,3
Technological,ISCAS89_Benchmark_Circuits__s526n_benc,3
Technological,ISCAS89_Benchmark_Circuits__s641_benc,3
Technological,ISCAS89_Benchmark_Circuits__s713_benc,3
Technological,ISCAS89_Benchmark_Circuits__s820_benc,3
Technological,ISCAS89_Benchmark_Circuits__s832_benc,3
Technological,ISCAS89_Benchmark_Circuits__s838_1_benc,3
Technological,ISCAS89_Benchmark_Circuits__s838_benc,3
Technological,ISCAS89_Benchmark_Circuits__s953_benc,3
Technological,Software_function-callgraphs_2002_AbiWord_v1_0_2,2
Technological,Software_function-callgraphs_2002_Digital_Material_4_3_2002,3
Technological,Software_function-callgraphs_2002_VTK_v4_0,2
Technological,Software_function-callgraphs_2002_XMMS_v1_2_7,2
Technological,Water_Distribution_Network_Balerma_Irrigation,3
Technological,Water_Distribution_Network_EXNET,3
Technological,Water_Distribution_Network_Modena,3
Technological,Water_Distribution_Network_Richmond,2
Technological,Water_Distribution_Network_Wolf-Cordera_Ranch,2
Transportation,57f1e78f8cf714f319c390a6,2
Transportation,57f1e9918cf714f319c390a8,3
Transportation,57f1ea608cf714f319c390aa,1
Transportation,58869b22a411221d0e7c6788,2
Transportation,5944a2174ed8f1bb6022a45c,2
Transportation,59488c124ed8f1bb6022a8db,2
Transportation,59488c124ed8f1bb6022a8dc,3
Transportation,59488c124ed8f1bb6022a8dd,2
Transportation,59488c124ed8f1bb6022a8de,2
Transportation,59488c124ed8f1bb6022a8df,3
Transportation,594898cf4ed8f1bb6022a8f6,2
Transportation,594b42e14ed8f1bb6022ae4b,2
Transportation,594b42fa4ed8f1bb6022ae4d,3
Transportation,594b46354ed8f1bb6022ae59,2
Transportation,594b46354ed8f1bb6022ae5a,3
Transportation,595b1429549f067e0263b511,3
Transportation,595b1429549f067e0263b512,3
Transportation,595b1429549f067e0263b513,3
Transportation,595b1429549f067e0263b514,3
Transportation,595b1429549f067e0263b515,3
Transportation,595b1429549f067e0263b516,3
Transportation,595b1429549f067e0263b517,3
Transportation,595b1429549f067e0263b518,3
Transportation,595b1429549f067e0263b519,3
Transportation,595b1429549f067e0263b51a,3
Transportation,595b1429549f067e0263b51c,3
Transportation,595b1429549f067e0263b51d,3
Transportation,595b1429549f067e0263b51e,3
Transportation,595b1429549f067e0263b51f,3
Transportation,595b1442549f067e0263b520,3
Transportation,595b15bd549f067e0263b522,2
Transportation,595b15bd549f067e0263b523,3
Transportation,595b15bd549f067e0263b524,3
Transportation,595b15bd549f067e0263b525,3
Transportation,595b15bd549f067e0263b526,3
Transportation,595b15bd549f067e0263b527,3
Transportation,German_highway_system_2002_Autobahn_2002,3
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,1
